TILEMAP
30 12
32 32
images/tilesheet.png
4 4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,14,14,14,1,9,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,1,5,1,9,14,14,14,14,14,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,11,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,1,14,14,5,14,1,1,5,14,14,14,9,14,14,14,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1
-1,-1,-1,1,1,14,14,1,1,1,9,1,1,1,14,14,5,14,14,14,1,1,1,1,1,1,-1,-1,-1,-1
-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1
-1,-1,-1,1,1,1,14,14,14,14,14,14,14,14,1,1,5,1,1,14,14,14,14,14,14,3,-1,-1,-1,-1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8

