TILEMAP
25 18
32 32
images/tileset_1x1.png
16 31
BASE
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,3,4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,58,59,60,-1,-1,16,19,18,19,20
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,74,75,76,-1,-1,16,19,18,19,20
56,57,57,58,59,60,-1,-1,-1,-1,-1,-1,-1,72,73,74,75,76,-1,-1,16,19,18,19,20
72,73,73,74,75,76,-1,-1,-1,-1,-1,-1,-1,72,73,74,75,76,5,1,2,3,2,3,6
72,73,73,74,75,76,-1,-1,-1,-1,-1,-1,-1,72,73,74,75,76,16,17,18,19,19,19,20
72,73,74,75,76,5,1,2,6,-1,-1,-1,-1,72,73,74,75,76,16,17,18,17,18,19,20
2,3,6,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,19,18,19,20
18,19,20,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,19,18,19,20
18,19,20,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,17,18,19,20
18,19,20,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,17,18,18,19
18,19,20,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,19,18,19,20
18,19,20,72,76,16,17,18,20,-1,-1,-1,-1,72,73,74,75,76,16,17,18,19,18,19,20
16,17,20,72,76,16,17,18,20,-1,-1,-1,0,2,6,72,75,76,16,17,18,19,18,19,20
16,17,20,72,76,16,17,18,20,-1,-1,-1,16,18,20,72,75,76,16,17,18,19,18,19,20
32,33,36,88,92,32,33,34,36,-1,-1,-1,32,34,36,88,91,92,32,33,34,35,34,35,36
5,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,6
32,33,34,35,33,34,35,33,34,35,33,34,35,33,34,35,33,34,35,33,34,35,33,34,36
LAYER
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,25,26,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1
-1,25,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,38,-1,25,7,144,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,15,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1
-1,-1,41,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,28,-1,-1,-1,31,-1,-1,-1,-1,42,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,28,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,14,13,13,15,-1,-1,42,-1,-1,-1,-1
42,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,31,-1,-1,-1,-1,-1,42,-1
-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,31,-1,-1,-1,-1,-1,-1,-1
-1,42,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,31,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,12,13,13,13,13,14,13,13,13,13,13,13,13,13,13,15,-1,-1,-1,-1,-1,-1
-1,-1,-1,28,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1
-1,-1,-1,28,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1
7,-1,-1,44,-1,24,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,38,47,-1,9,7,-1,23,24
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LAYER2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
