-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247,-1,-1,232,233,233,233,234,243
-1,-1,-1,-1,-1,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,210,211,210,212,210,213,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,250,-1
-1,-1,-1,-1,-1,241,-1,243,-1,-1,-1,-1,-1,-1,226,-1,-1,-1,-1,-1,-1,181,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,224,-1,-1,-1,219,219,219,219,219,219,219,219,219,219,219,219,219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1
-1,-1,-1,-1,-1,257,-1,37,-1,-1,-1,-1,-1,-1,242,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243,-1,-1,-1,240,-1,-1,-1,243,-1,240,-1,-1,226,-1,-1,-1,-1,-1,-1,241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,231,-1,258,244,218,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,-1,-1,231,227,-1,256,-1,-1,258,-1,-1,-1,-1,-1,-1,241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,-1,-1,-1,250,243
-1,-1,-1,-1,209,210,212,210,210,215,-1,170,171,171,172,171,171,173,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,-1,170,171,171,173,-1,-1,-1,-1,-1,-1,220,221,29,-1,-1,-1,-1,-1,-1,181,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,244,-1,188,-1,-1,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,-1,-1,244,-1,-1,226,-1,-1,-1,-1,-1,170,171,173,-1,-1,-1,-1,226,-1,240,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,186,-1,226,189,-1,-1,-1,-1,-1,-1,220,221,247,246,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,243,-1,-1,-1,-1,-1,186,-1,-1,188,-1,-1,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,244,-1,-1,-1,-1,242,-1,-1,-1,-1,-1,186,187,244,-1,-1,-1,-1,258,-1,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,-1,-1,-1,-1,-1,-1,186,-1,242,189,-1,-1,-1,-1,-1,-1,220,221,-1,244,138,29,243,-1,-1,243,243
225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,-1,227,204,-1,231,205,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,208,210,217,228,-1,258,228,-1,-1,-1,-1,186,-1,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,171,171,173,189,-1,-1,172,-1,-1,-1,220,221,-1,-1,230,29,-1,243,-1,-1,-1
