-1,-1,-1,-1,-1,247,-1,-1,-1,-1,-1,136,177,177,178,137,-1,-1,138,178,178,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,177,177,178,137,-1,-1,-1,-1,-1,-1,138,177,177,177
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,178,178,135,-1,-1,-1,-1,138,178,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,153,-1,-1,-1,-1,-1,-1,152,151,228,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,177,177,178,153,-1,-1,-1,-1,-1,-1,-1,136,177,177
-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,243,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,177,178,153,-1,-1,-1,156,154,177,178,177,178,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,177,178,178,177,178,151,-1,-1,-1,-1,-1,-1,-1,177,177
-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,-1,138,137,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,177,178,177,151,229,152,177,178,177,177,178,177,178,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,178,178,177,177,178,153,-1,-1,-1,-1,-1,-1,136,177
-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,183,183,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,161,178,177,178,177,177,178,178,177,178,178,177,177,178,178,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,178,178,177,177,177,178,184,-1,-1,-1,-1,-1,-1,138
-1,-1,-1,219,219,219,219,219,219,220,221,-1,-1,-1,-1,-1,-1,-1,140,183,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,164,162,178,178,177,178,-1,-1,-1,135,-1,136,135,138,177,177,178,178,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,178,177,177,177,177,177,161,161,162,161,161,161,162,161
-1,-1,-1,235,235,235,235,235,235,220,221,-1,-1,-1,-1,-1,-1,-1,-1,183,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,170,171,171,171,172,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,164,177,177,178,177,177,178,137,136,137,-1,-1,-1,-1,-1,136,177,178,178,177,-1,-1,-1,-1,-1,-1,243,-1,-1,170,171,172,171,171,173,-1,-1,-1,-1,138,177,177,178,177,178,177,177,177,178,177,178,177,178,178,177,178
-1,243,-1,-1,-1,-1,-1,-1,-1,220,221,-1,-1,-1,-1,-1,-1,-1,-1,183,29,-1,151,-1,29,-1,-1,-1,-1,-1,-1,-1,202,209,212,210,215,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,177,177,177,178,178,177,178,244,-1,-1,-1,-1,-1,-1,-1,-1,176,178,177,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,187,188,-1,-1,189,-1,-1,-1,-1,-1,136,178,177,177,177,178,177,177,177,177,177,177,178,178,178,178
-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,219,219,219,219,219,219,-1,37,183,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,178,177,177,178,177,178,177,178,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,203,204,-1,-1,205,-1,-1,229,40,-1,152,177,177,177,178,178,177,177,177,177,177,177,178,178,177,178
176,177,135,-1,-1,-1,-1,-1,-1,220,221,235,235,235,235,235,235,-1,-1,-1,29,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,227,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,219,219,219,219,219,219,219,-1,-1,-1,-1,-1,-1,152,178,177,177,178,137,138,178,177,179,171,172,171,172,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,177,177,178,177,177,177,177,178,177,177,177,177,178,178
