-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,29,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,29,29,232,233,247,244,138,177,29,29,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,29,178,135,-1,-1,-1,-1,-1,247,234,243,29,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,247,29,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,170,171,171,171,173,-1,-1,-1,-1,-1,136,177,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,29,29,186,-1,-1,-1,189,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,29,137,186,-1,-1,219,189,219,219,219,219,-1,152,177,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,29,29,170,171,171,173,235,189,235,235,235,235,170,171,29,29,-1,-1,-1,-1,-1
-1,-1,-1,-1,29,137,186,244,-1,189,-1,189,-1,-1,-1,-1,186,-1,138,29,29,-1,-1,-1,-1
-1,-1,-1,29,29,-1,186,-1,-1,189,-1,189,-1,-1,-1,170,171,171,171,172,29,-1,-1,-1,-1
-1,-1,-1,29,135,-1,202,-1,-1,205,-1,205,-1,-1,-1,186,-1,227,229,204,29,-1,-1,-1,-1
-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1610612493,-1,-1,-1
