-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,29,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,29,29,232,233,247,244,136,177,29,29,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,29,178,135,-1,226,-1,-1,-1,247,234,177,29,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,29,137,-1,-1,242,-1,-1,-1,-1,-1,247,29,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,29,171,172,171,171,173,-1,-1,-1,-1,-1,138,177,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,29,135,-1,188,-1,-1,189,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,29,170,171,171,171,171,173,-1,244,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,29,29,186,-1,244,-1,-1,189,-1,-1,-1,-1,170,171,29,29,-1,-1,-1,-1,-1
-1,-1,-1,-1,29,246,186,225,-1,-1,170,171,172,171,171,173,186,-1,138,29,29,-1,-1,-1,-1
-1,-1,-1,29,29,-1,186,241,-1,-1,186,-1,188,-1,-1,170,171,171,171,172,29,-1,-1,-1,-1
-1,-1,-1,29,135,-1,202,257,-1,-1,202,-1,204,-1,-1,186,-1,227,229,204,29,-1,-1,-1,-1
-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1610612493,-1,-1,-1
