TILEMAP
30 25
32 32
images/tileset_1x1.png
16 31
BASE
183,183,183,184,184,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,183,184,183,184,183,183,183,183,183
183,184,184,184,292,352,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,183,183,183,183,183,183,184,183,184
184,184,-1,352,337,337,337,337,337,353,353,353,353,353,353,353,353,353,353,353,337,292,183,184,183,184,183,184,183,184
183,184,292,337,337,369,369,369,369,369,369,369,369,369,369,369,369,353,353,353,353,292,183,184,183,184,183,184,183,184
-1,-1,337,353,369,369,278,279,282,283,369,369,369,369,369,369,369,369,337,337,337,292,183,184,184,183,183,184,183,184
-1,337,368,369,369,369,294,295,298,299,369,369,369,353,353,353,353,369,337,337,337,337,292,183,183,184,183,184,183,184
-1,352,368,369,369,369,294,295,298,299,369,369,369,337,337,337,337,369,369,353,337,337,337,292,183,183,183,184,183,184
292,352,368,369,369,369,297,295,298,299,369,369,369,337,353,353,353,369,369,369,337,337,337,292,292,183,183,183,183,184
292,352,368,369,369,369,313,311,314,278,282,279,282,279,279,282,279,283,369,369,369,353,353,292,292,183,184,183,183,184
292,352,368,369,323,324,324,324,324,294,295,295,298,295,295,298,295,299,369,369,369,369,337,292,292,183,184,183,183,183
292,352,368,369,339,340,340,340,340,294,298,295,298,295,295,298,298,299,369,369,369,369,337,292,292,184,183,184,183,183
292,352,368,369,355,356,356,356,356,294,295,295,295,295,295,298,298,299,369,369,369,369,337,292,292,183,184,184,183,183
292,352,368,369,371,372,372,372,372,294,295,295,295,295,295,298,298,299,369,369,369,369,337,292,292,184,184,184,183,184
292,352,368,369,387,388,388,388,388,294,298,295,295,295,295,295,298,299,385,385,385,385,386,292,292,184,184,184,183,184
292,352,368,369,403,404,404,404,404,310,311,311,311,311,314,311,314,315,401,401,401,401,402,292,292,184,184,184,183,184
292,292,276,273,276,273,276,273,276,276,273,273,276,276,273,273,276,276,276,273,273,273,273,183,183,184,184,184,183,184
184,-1,292,289,292,289,292,289,292,292,289,289,292,292,289,289,292,292,292,289,289,289,289,183,183,183,183,184,183,184
183,183,183,183,183,183,183,183,184,184,183,183,183,183,183,183,183,183,183,183,183,183,183,184,184,184,184,184,183,184
183,183,184,184,184,184,184,183,183,183,183,183,183,184,184,184,184,184,184,184,184,184,183,183,183,184,184,184,183,184
183,184,184,183,183,183,183,183,183,183,183,184,184,184,184,184,184,184,184,184,184,183,183,183,184,184,183,184,183,184
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,183,183,183,183,183,183,184,184,183,183,184,183,184
183,184,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,183,184,184,183,183,183,183,184,184
183,183,183,184,183,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,183,183,184,183,184,183,183,184,184
183,183,184,184,184,184,183,184,183,183,183,183,184,184,184,184,184,183,183,183,183,183,184,184,183,183,183,184,184,184
183,184,184,184,184,184,184,183,183,183,183,183,183,183,183,183,183,184,184,183,183,183,183,183,183,183,183,183,183,184
LAYER
-1,244,-1,333,292,333,292,289,289,289,289,289,289,289,289,289,289,289,289,332,-1,332,-1,-1,-1,244,-1,-1,-1,-1
-1,-1,333,292,333,316,-1,-1,317,289,289,289,316,-1,-1,380,381,-1,317,289,289,292,-1,-1,-1,-1,-1,-1,-1,-1
-1,333,292,316,380,381,-1,-1,-1,-1,380,381,-1,-1,-1,380,381,-1,-1,317,289,289,332,244,-1,-1,-1,-1,-1,-1
333,292,333,-1,-1,348,-1,328,-1,-1,349,348,-1,342,-1,-1,349,-1,-1,-1,317,289,316,-1,-1,244,-1,-1,-1,-1
292,292,316,-1,348,-1,-1,-1,-1,329,-1,-1,-1,358,346,-1,-1,349,-1,-1,-1,317,332,-1,-1,-1,244,-1,-1,-1
292,292,336,337,-1,326,-1,-1,-1,329,-1,-1,-1,278,279,282,283,-1,-1,-1,-1,317,-1,332,-1,-1,-1,-1,-1,-1
292,292,352,353,-1,376,-1,-1,-1,345,-1,-1,-1,294,295,298,299,344,349,-1,-1,-1,317,-1,332,-1,-1,-1,-1,-1
-1,292,336,337,-1,392,-1,-1,-1,361,-1,346,-1,294,295,298,299,360,-1,349,-1,-1,338,317,-1,-1,-1,-1,-1,-1
-1,292,352,353,-1,367,-1,-1,376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,326,349,-1,338,-1,-1,244,-1,-1,-1,-1
-1,292,336,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,349,338,-1,-1,-1,-1,-1,-1,-1
-1,289,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,342,-1,338,-1,-1,-1,-1,-1,-1,-1
-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,-1,338,-1,-1,-1,-1,-1,-1,-1
-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,365,354,-1,-1,244,-1,-1,-1,-1
-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,385,386,-1,-1,-1,-1,-1,-1,-1
-1,289,332,-1,-1,347,-1,328,-1,-1,-1,-1,-1,-1,-1,347,-1,-1,377,-1,358,401,367,-1,-1,-1,244,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,374,-1,-1,292,316,-1,-1,-1,-1,-1
317,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,316,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1
-1,244,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
